index,tag,name,M,N,K,dtype,A,B,mean_microseconds,arithmetic_intensity,tflops,ok
65,llama13bskinnybf16,rocblas,7680,4,5120,bf16,T,N,22.27357,3.9947984395318596,14.123142361103316,True
66,llama13bskinny,rocblas,8000,4,5120,fp16,T,N,23.46086,3.9948815580038075,13.96709242542686,True
67,llama70bskinnybf16,rocblas,4000,16,8192,bf16,T,N,21.88176,15.905313679501717,47.920094178896036,True
68,llama70bskinny,rocblas,7168,2,8192,fp16,T,N,38.563190000000006,1.9989542301390875,6.090808981310934,True
69,compute,rocblas,4096,4096,8192,bf16,N,T,476.30527,1638.4,577.1044837358193,True
70,llama70bskinny,rocblas,8192,16,2048,fp16,T,N,16.64581,15.845261121856867,32.25261564321592,True
71,llama70bskinny,rocblas,8192,8,14336,fp16,T,N,75.63039,7.987742025351721,24.84514745990335,True
72,llama70bskinnybf16,rocblas,8192,8,1024,bf16,T,N,7.931100000000001,7.930300096805421,16.922965036375786,True
73,unet,rocblas,2048,1280,5120,fp16,T,T,225.96509,682.6666666666666,118.79510060602725,True
74,llama70bskinny,rocblas,8192,32,3584,fp16,T,N,18.17741,31.594490358126723,103.37271327433338,True
75,llama13bmatvec,rocblas,3840,1,5120,fp16,T,N,12.77525,0.9995444784277998,3.0779515077982817,True
76,llama13bskinnybf16,rocblas,5120,4,1728,bf16,T,N,9.640799999999999,3.9876539648657223,7.341598207617626,True
77,llama13bskinny,rocblas,1920,2,5120,fp16,T,N,8.46538,1.997139513717332,4.644989356650263,True
78,llama70bmatvecbf16,rocblas,8192,1,2048,bf16,T,N,14.03377,0.9993900207392948,2.3909777629247166,True
79,llama70bskinny,rocblas,32000,8,8192,fp16,T,N,138.49742,7.990199520900146,30.2843475351382,True
80,llama13bskinny,rocblas,5120,2,640,fp16,T,N,6.54197,1.9929933826391593,2.0035555039231303,True
81,llama13bskinnybf16,rocblas,5120,4,1280,bf16,T,N,6.2926400000000005,3.9844357976653697,8.331765363980777,True
82,gpt4memory,rocblas,2048,16,65536,fp16,N,N,68.11485,15.872124000968757,63.05478608555989,True
83,llama13bskinnybf16,rocblas,7680,2,5120,bf16,T,N,22.380419999999997,1.9986987638256344,7.027857386054418,True
84,llama70bskinny,rocblas,16000,4,8192,fp16,T,N,91.81316000000001,3.997049053628376,11.420759289844723,True
85,llama13bskinnybf16,rocblas,4000,8,5120,bf16,T,N,13.28578,7.971601170828922,24.663964027704807,True
86,llama13bmatvecbf16,rocblas,13824,1,5120,bf16,T,N,37.64898,0.9997324211546389,3.759936125759582,True
87,llama13bskinnybf16,rocblas,1920,32,5120,bf16,T,N,10.0326,31.283095723014256,62.710124992524364,True
88,llama70bskinnybf16,rocblas,1280,16,8192,bf16,T,N,11.635440000000001,15.772044666923373,28.838129026491472,True
89,llama13bskinny,rocblas,5120,2,6912,fp16,T,N,20.31454,1.998640970404962,6.968297583898035,True
90,llama13bskinny,rocblas,8000,32,5120,fp16,T,N,24.71939,31.67532788913635,106.04792432175712,True
